,CONSUMPTION,AVG_PRICE
2018-05-13,1028.9865925417778,2.0
2018-05-14,1043.004332757692,2.0
2018-05-15,1043.2007499200213,2.0
2018-05-16,1044.2415644879911,2.0
2018-05-17,1054.5637773427857,2.0
2018-05-18,1057.0569948370721,2.0
2018-05-19,1059.3992444628777,2.0
2018-05-20,1062.4340202468825,2.0
2018-05-21,1063.5774679731667,2.0
2018-05-22,1072.2527314268468,2.0
2018-05-23,1072.7820171159851,2.0
2018-05-24,1073.251724517093,2.0
2018-05-25,1082.5556986512713,2.0
2018-05-26,1087.565654478511,2.0
2018-05-27,1097.0848978839776,2.0
2018-05-28,1103.157929929502,2.0
2018-05-29,1111.099558832907,2.0
2018-05-30,1118.9219174910418,2.0
2018-05-31,1121.796918718022,2.0
2018-06-01,1123.0119019045687,2.0
2018-06-02,1126.234367729901,2.0
2018-06-03,1128.4239426213665,2.0
2018-06-04,1178.511194535894,2.0
2018-06-05,1180.6086258147566,2.0
2018-06-06,1183.1143005688853,2.0
2018-06-07,1187.8109021918308,2.0
2018-06-08,1191.1074646476814,2.0
2018-06-09,1199.1754667542473,2.0
2018-06-10,1214.3339447482442,2.0
2018-06-11,1242.8758265034623,2.0
2018-06-12,1250.3157890035463,2.0
2018-06-13,1250.342565274498,2.0
2018-06-14,1267.27847515254,2.0
2018-06-15,1267.8616132283419,2.0
2018-06-16,1276.1231548545506,2.0
2018-06-17,1280.5437133381815,2.0
2018-06-18,1293.8330593899846,2.0
2018-06-19,1296.320482780719,2.0
2018-06-20,1304.5046981125822,2.0
2018-06-21,1306.3246740549198,2.0
2018-06-22,1307.2898406363613,2.0
2018-06-23,1308.914087152176,2.0
2018-06-24,1317.1889239501588,2.0
2018-06-25,1336.3314644142745,2.0
2018-06-26,1341.3740917322318,2.0
2018-06-27,1343.5099021085484,2.0
2018-06-28,1350.7261527894666,2.0
2018-06-29,1365.9756576480434,2.0
2018-06-30,1366.7914806073,2.0
2018-07-01,1367.863715645816,2.0
2018-07-02,1376.6442879050828,2.0
2018-07-03,1377.4756825899763,2.0
2018-07-04,1379.8802981235053,2.0
2018-07-05,1408.7205442182296,2.6931674322398913
2018-07-06,1442.1690108725882,3.0
2018-07-07,1442.6088724084143,3.0
2018-07-08,1446.7258451064597,3.0
2018-07-09,1467.3023516301243,3.0
2018-07-10,1486.036452371326,3.0
2018-07-11,1495.653173885139,3.0
2018-07-12,1499.503542074341,3.0
2018-07-13,1505.2936395359195,3.0
2018-07-14,1507.5366733195242,3.0
2018-07-15,1515.913217976645,3.0
2018-07-16,1518.1479721995024,3.0
2018-07-17,1526.6363145344258,3.0
2018-07-18,1529.0587819660689,3.0
2018-07-19,1553.6892151117256,3.0
2018-07-20,1563.2818314298602,3.0
2018-07-21,1581.5772630721744,3.0
2018-07-22,1584.4656686337712,3.0
2018-07-23,1613.243660058748,3.0
2018-07-24,1634.9450878196042,3.0
2018-07-25,1641.4919403263239,3.0
2018-07-26,1651.5852467430332,3.0
2018-07-27,1668.0546452789572,3.0
2018-07-28,1678.530225648524,3.0
2018-07-29,1683.1666802531192,3.0
2018-07-30,1684.6814609875053,3.0
2018-07-31,1693.6541571035152,3.0
2018-08-01,1696.7383027318224,3.0
2018-08-02,1711.4368570338288,3.0
2018-08-03,1713.597392016838,3.0
2018-08-04,1729.555179764042,3.0
2018-08-05,1731.3242545013072,3.0
2018-08-06,1737.6690020603626,3.0
2018-08-07,1741.918300117276,3.0
2018-08-08,1746.0979636451527,3.0
2018-08-09,1754.5234400116256,3.0
2018-08-10,1776.3598021069793,3.0
2018-08-11,1783.6114349979196,3.0
2018-08-12,1790.6610935177487,3.0
2018-08-13,1790.7130945838471,3.0
2018-08-14,1793.5871246555355,3.0
2018-08-15,1800.192276078199,3.0
2018-08-16,1800.9995132980516,3.0
2018-08-17,1801.1539948542365,3.0
2018-08-18,1814.5982509738246,3.0
2018-08-19,1827.2487809137117,3.0
2018-08-20,1834.637488446507,3.0
2018-08-21,1865.3114365690722,3.0
2018-08-22,1875.8689399459772,3.0
2018-08-23,1881.9409384193475,3.0
2018-08-24,1890.15614669999,3.0017601276704475
2018-08-25,1891.020165592866,3.0059018934330037
2018-08-26,1899.6601632176203,3.0106539016918186
2018-08-27,1915.7348338106483,3.0230112358007095
2018-08-28,1917.3539276728454,3.031858118028322
2018-08-29,1923.2698406228637,3.0356256214344297
2018-08-30,1972.8619544507976,3.0633796348234057
2018-08-31,1984.8779520264056,3.0941836905251763
2018-09-01,1990.3564574720044,3.10293094203578
2018-09-02,2003.9365746177232,3.112460253331439
2018-09-03,2004.6130076806521,3.1195885284357625
2018-09-04,2010.5603181628671,3.1229004002083345
2018-09-05,2010.96085006305,3.1260743213995332
2018-09-06,2016.300086681673,3.1289442056589363
2018-09-07,2024.195318106809,3.1355614396808162
2018-09-08,2031.194114343095,3.143008453511527
2018-09-09,2034.2185892618418,3.1480200890890435
2018-09-10,2042.4341861902778,3.153640125012635
2018-09-11,2044.8687860151651,3.1589652233892966
2018-09-12,2048.3760736162894,3.161936167102302
2018-09-13,2053.266831628908,3.1661351899091734
2018-09-14,2054.6713687488773,3.1692828374754676
2018-09-15,2055.470886105609,3.170384864713818
2018-09-16,2060.8039912805853,3.1734511759796717
2018-09-17,2062.219126308035,3.1768252960808847
2018-09-18,2069.743277514625,3.1812949391979046
2018-09-19,2071.4556782686445,3.1859132151782097
2018-09-20,2072.780939452019,3.187432046146907
2018-09-21,2080.7317731429753,3.1920700935840722
2018-09-22,2089.472297400339,3.200415772558232
2018-09-23,2092.5138003758757,3.2063067861746823
2018-09-24,2102.6963225654054,3.2129187987572156
2018-09-25,2103.139703185415,3.2182317501619857
2018-09-26,2104.595758745556,3.219181468252061
2018-09-27,2107.4787982680173,3.221351015793362
2018-09-28,2108.495970248522,3.223301121544845
2018-09-29,2109.5256163314934,3.2243245305765833
2018-09-30,2110.586137863596,3.2253696143841206
2018-10-01,2111.278631166516,3.226246121801632
2018-10-02,2114.1604435774484,3.228033274658558
2018-10-03,2121.2784453180316,3.233033181734316
2018-10-04,2128.034667183834,3.2399702935375085
2018-10-05,2130.7558656634096,3.2447090037101978
2018-10-06,2145.1457267429837,3.2532645334897725
2018-10-07,2150.285225613306,3.263029213464721
2018-10-08,2156.831067135044,3.268871883660751
2018-10-09,2165.9875975743785,3.276723069641287
2018-10-10,2170.560629363217,3.283587850755373
2018-10-11,2184.790972715766,3.2929895383260672
2018-10-12,2195.490745385817,3.305454596337367
2018-10-13,2207.25324557458,3.316685732766774
2018-10-14,2220.383224646897,3.329131972397314
2018-10-15,2226.832527132493,3.3389216131762702
2018-10-16,2231.2029008140553,3.3443314512598494
2018-10-17,2232.7858042583002,3.347308089822753
2018-10-18,2233.2670555732448,3.3483401672023483
2018-10-19,2246.408017494161,3.3551512738202787
2018-10-20,2248.6756700579394,3.362855581062626
2018-10-21,2253.16663461142,3.3662348896212553
2018-10-22,2261.1303178856174,3.372462213535094
2018-10-23,2270.731605477345,3.3812446989680565
2018-10-24,2286.534377541375,3.3939467287959353
2018-10-25,2301.775090836824,3.409468471475675
2018-10-26,2304.6268359878527,3.4185147006989136
2018-10-27,2315.040385082582,3.4251473478217926
2018-10-28,2321.918667077443,3.4337932633665873
2018-10-29,2323.2803583350023,3.437913249992798
2018-10-30,2331.600411531382,3.4427541222197675
2018-10-31,2345.5164927753813,3.4538721894399567
2018-11-01,2360.1986102049495,3.46817128877674
2018-11-02,2365.5361046891767,3.478181094733638
2018-11-03,2381.5943602924726,3.4888789697774
2018-11-04,2383.285176944102,3.497753505904863
2018-11-05,2396.471103706966,3.505191877612109
2018-11-06,2397.5823093587405,3.5123404438194283
2018-11-07,2403.500472524955,3.5158551282284227
2018-11-08,2413.691769302504,3.523909858200305
2018-11-09,2418.529060332795,3.5314241521042242
2018-11-10,2419.2708909186936,3.5342137129123192
2018-11-11,2422.593668631865,3.536246017061855
2018-11-12,2423.8389562028888,3.5385300497039522
2018-11-13,2426.6688124301204,3.54056762160308
2018-11-14,2431.463940238714,3.5443801136209925
2018-11-15,2446.5507750955044,3.5543210949536848
2018-11-16,2455.3141821580934,3.5662462159133743
2018-11-17,2459.025814833348,3.572483735782296
2018-11-18,2474.2014700047907,3.5819273797056446
2018-11-19,2475.5531208348248,3.5901910327063833
2018-11-20,2475.606963686612,3.5908937795472937
2018-11-21,2487.073821740539,3.5966541300001507
2018-11-22,2488.2163458581035,3.6029588210858967
2018-11-23,2491.924458847917,3.6053841396395856
2018-11-24,2500.364848844937,3.6114583911330027
2018-11-25,2507.4901691542946,3.619241246286191
2018-11-26,2510.804726961404,3.624461185344425
2018-11-27,2510.995261924046,3.6262137317293006
2018-11-28,2516.559858193399,3.629091297345298
2018-11-29,2526.318530901651,3.6367529318341005
2018-11-30,2528.279790080242,3.642612897777522
2018-12-01,2531.9904865702647,3.645448875611829
2018-12-02,2538.673587868916,3.650645774506166
2018-12-03,2544.2333690557316,3.6567672157488995
2018-12-04,2554.2544851002503,3.6645576643645668
2018-12-05,2568.8666951490104,3.6768743274112063
2018-12-06,2571.6639302440817,3.6855790499831222
2018-12-07,2574.6389606544626,3.688465182735848
2018-12-08,2591.103100175169,3.6981847677013917
2018-12-09,2595.930509184127,3.7088305419662237
2018-12-10,2601.7758938821507,3.7141669388197145
2018-12-11,2602.3714824644576,3.7173874254598798
2018-12-12,2602.562147527506,3.7177805522825573
2018-12-13,2606.184480377384,3.7196870512390205
2018-12-14,2624.5683522686163,3.730690153609576
2018-12-15,2656.2548119305,3.7557253193861344
2018-12-16,2656.888776199826,3.771885531351739
2018-12-17,2657.8348218248607,3.772675536298919
2018-12-18,2667.1752069422787,3.777818751670145
2018-12-19,2700.64850132881,3.79922559142212
2018-12-20,2701.9251557020766,3.816600565802019
2018-12-21,2703.626554551895,3.8180895924135614
2018-12-22,2716.417774051322,3.8253359015881836
2018-12-23,2716.681235793803,3.831863242209138
2018-12-24,2718.6503055338185,3.832979507950386
2018-12-25,2725.531571205045,3.837404675656007
2018-12-26,2732.2596347238305,3.8442093402510134
2018-12-27,2741.8156488962813,3.852351379096631
2018-12-28,2758.7554400759464,3.8655992817726887
2018-12-29,2763.0878017241353,3.876235358186616
2018-12-30,2777.878387150955,3.8857968317241203
2018-12-31,2802.875960577907,3.905690911151006
