,CONSUMPTION,AVG_PRICE
2015-03-01,490.31707638042997,2.0
2015-03-02,492.14023080359067,2.0
2015-03-03,510.32981657419333,2.0
2015-03-04,512.9881722068085,2.0
2015-03-05,525.1260881885025,2.0
2015-03-06,527.5122898198123,2.0
2015-03-07,530.2470638244785,2.0
2015-03-08,547.7702250656776,2.0
2015-03-09,549.7260486779608,2.0
2015-03-10,558.0409830926945,2.0
2015-03-11,562.7893733871381,2.0
2015-03-12,573.5686080265815,2.0
2015-03-13,574.9011889059743,2.0
2015-03-14,578.8404819995412,2.0
2015-03-15,584.4870497701097,2.0
2015-03-16,595.1213098872258,2.0
2015-03-17,602.4400960842537,2.0
2015-03-18,614.9250439174629,2.0
2015-03-19,618.8683233050866,2.0
2015-03-20,620.8446729591175,2.0
2015-03-21,651.2356251627581,2.0
2015-03-22,654.0050128606704,2.0
2015-03-23,657.9354783822625,2.0
2015-03-24,663.3224476038373,2.0
2015-03-25,669.270705478155,2.0
2015-03-26,692.2892591992353,2.0
2015-03-27,694.8875238828905,2.0
2015-03-28,699.1167884339394,2.0
2015-03-29,702.8688649699245,2.0
2015-03-30,709.0357801878846,2.0
2015-03-31,722.49140582427,2.0
2015-04-01,724.8359755016654,2.0
2015-04-02,733.0987875078115,2.0
2015-04-03,733.5034391940309,2.0
2015-04-04,739.6425104916611,2.0
2015-04-05,744.3651723865095,2.0
2015-04-06,748.5115099959078,2.0
2015-04-07,762.1098124042345,2.0
2015-04-08,778.5186178846404,2.0
2015-04-09,779.1636522045026,2.0
2015-04-10,783.527853888646,2.0
2015-04-11,793.2575912724856,2.0
2015-04-12,795.5857432015084,2.0
2015-04-13,796.0787207772635,2.0
2015-04-14,797.7434180018104,2.0
2015-04-15,820.4925467514425,2.0
2015-04-16,829.0992592447848,2.0
2015-04-17,848.9186673112212,2.0
2015-04-18,865.1629590650301,2.0
2015-04-19,867.7293681598678,2.0
2015-04-20,868.4152280585763,2.0
2015-04-21,870.7776378045712,2.0
2015-04-22,888.7969153229584,2.0
2015-04-23,907.2869147719822,2.0
2015-04-24,916.1656971769195,2.0
2015-04-25,922.7802912238582,2.0
2015-04-26,929.9079771268946,2.0
2015-04-27,931.9502350796895,2.0
2015-04-28,951.163466945843,2.0
2015-04-29,955.0095024105505,2.0
2015-04-30,955.9100772348274,2.0
2015-05-01,959.9094381436865,2.0
2015-05-02,961.9387137950437,2.0
2015-05-03,975.6034111275771,2.0
2015-05-04,978.5777751727281,2.0
2015-05-05,978.8908438480724,2.0
2015-05-06,985.2190857670041,2.0
2015-05-07,994.7843069518995,2.0
2015-05-08,1009.771401564575,2.0
2015-05-09,1011.2702817560676,2.0
2015-05-10,1023.6460073614803,2.0
2015-05-11,1032.1703853086044,2.0
2015-05-12,1032.4210414634724,2.0
2015-05-13,1038.1753072513673,2.0
2015-05-14,1040.159650531573,2.0
2015-05-15,1044.940632257705,2.0
2015-05-16,1065.4848234102858,2.0
2015-05-17,1075.7580239228978,2.0
2015-05-18,1090.7757137053422,2.0
2015-05-19,1102.1142097430775,2.0
2015-05-20,1103.6539969060511,2.0
2015-05-21,1111.45920689827,2.0
2015-05-22,1113.4952999608895,2.0
2015-05-23,1129.97883919074,2.0
2015-05-24,1145.452377873774,2.0
2015-05-25,1156.9608894415405,2.0
2015-05-26,1185.7791936314875,2.0
2015-05-27,1186.578140707328,2.0
2015-05-28,1188.3367048471894,2.0
2015-05-29,1207.2437227474898,2.0
2015-05-30,1213.2929426813178,2.0
2015-05-31,1216.455272214264,2.0
2015-06-01,1217.8149192124438,2.0
2015-06-02,1239.6556424243004,2.0
2015-06-03,1241.199636947646,2.0
2015-06-04,1252.7593226229894,2.0
2015-06-05,1260.1097092208781,2.0
2015-06-06,1263.6684837442856,2.0
2015-06-07,1267.3249767932307,2.0
2015-06-08,1272.4816133788543,2.0
2015-06-09,1279.0750256590143,2.0
2015-06-10,1284.6362544861036,2.0
2015-06-11,1295.968997466019,2.0
2015-06-12,1299.1671765485632,2.0
2015-06-13,1316.9074235036833,2.0
2015-06-14,1323.8295895869455,2.0
2015-06-15,1328.3263495285466,2.0
2015-06-16,1330.8006582380797,2.0
2015-06-17,1342.130635451173,2.0
2015-06-18,1350.190344091251,2.0
2015-06-19,1351.6639273899855,2.0
2015-06-20,1353.8839297420282,2.0
2015-06-21,1361.7790206791515,2.0
2015-06-22,1375.010522785699,2.476355883745052
2015-06-23,1394.6652250558245,3.0
2015-06-24,1410.6737142946818,3.0
2015-06-25,1411.820711660188,3.0
2015-06-26,1413.0025593955472,3.0
2015-06-27,1419.778032800446,3.0
2015-06-28,1440.7929968860954,3.0
2015-06-29,1458.8626969436195,3.0
2015-06-30,1461.3454297183573,3.0
2015-07-01,1471.7129405564983,3.0
2015-07-02,1473.619467675039,3.0
2015-07-03,1474.9906819287971,3.0
2015-07-04,1475.9662205445702,3.0
2015-07-05,1480.4776333017285,3.0
2015-07-06,1495.1678100462289,3.0
2015-07-07,1506.3309061054488,3.0
2015-07-08,1515.9877277272085,3.0
2015-07-09,1516.9116686426871,3.0
2015-07-10,1544.8622847331935,3.0
2015-07-11,1546.5412130735751,3.0
2015-07-12,1556.420893269194,3.0
2015-07-13,1590.0200240527083,3.0
2015-07-14,1593.2484910618698,3.0
2015-07-15,1596.9888917376552,3.0
2015-07-16,1597.8729561648152,3.0
2015-07-17,1601.5997059709625,3.0
2015-07-18,1607.5573074350023,3.0
2015-07-19,1610.5740324884857,3.0
2015-07-20,1614.4975980751874,3.0
2015-07-21,1616.6684898835476,3.0
2015-07-22,1646.2249738959374,3.0
2015-07-23,1650.4924159231675,3.0
2015-07-24,1654.7965498343488,3.0
2015-07-25,1657.5219847638919,3.0
2015-07-26,1672.3271949489467,3.0
2015-07-27,1681.0577414085453,3.0
2015-07-28,1688.655802519224,3.0
2015-07-29,1690.5005229534484,3.0
2015-07-30,1708.6165959782838,3.0
2015-07-31,1722.6197791309767,3.0
2015-08-01,1757.4622073360397,3.0
2015-08-02,1759.463688962159,3.0
2015-08-03,1760.4185282387361,3.0
2015-08-04,1767.6481854942901,3.0
2015-08-05,1770.4709164342305,3.0
2015-08-06,1772.101138091716,3.0
2015-08-07,1773.4503206712884,3.0
2015-08-08,1786.621843536723,3.0
2015-08-09,1786.6484976241084,3.0
2015-08-10,1787.0923469748273,3.0
2015-08-11,1787.3995050153085,3.0
2015-08-12,1788.148724960213,3.0
2015-08-13,1790.8824324621885,3.0
2015-08-14,1791.4316991662943,3.0
2015-08-15,1792.6615345763491,3.0
2015-08-16,1799.4469356023308,3.0
2015-08-17,1800.039306479044,3.0
2015-08-18,1829.8558606028735,3.0
2015-08-19,1830.0152714298351,3.0
2015-08-20,1831.0670963502096,3.0
2015-08-21,1845.5149201810807,3.0
2015-08-22,1854.133585303189,3.0037853215595764
2015-08-23,1857.271420995938,3.0097082567509994
2015-08-24,1863.2635088954185,3.0142732185471144
2015-08-25,1865.2400113131498,3.0182575137057204
2015-08-26,1867.542960494888,3.020397239505455
2015-08-27,1870.9807926241824,3.023267630160971
2015-08-28,1872.4498877135416,3.025721093770298
2015-08-29,1884.2682095773387,3.0323648022468763
2015-08-30,1900.0166979179237,3.0461482073490678
2015-08-31,1900.8081919990163,3.054418198559907
2015-09-01,1909.041643223578,3.0589306712127335
2015-09-02,1917.7500076744773,3.067401579050464
2015-09-03,1924.894846209227,3.075328180543288
2015-09-04,1927.5175424873648,3.080211947949732
2015-09-05,1936.3787314922333,3.085953890591235
2015-09-06,1941.0111844139797,3.0927007115545426
2015-09-07,1945.136242869578,3.0970794672432147
2015-09-08,1950.6939467941502,3.1019208484333003
2015-09-09,1967.3253021247283,3.1130153780608754
2015-09-10,1968.0901037392277,3.1217134565334144
2015-09-11,1973.4837933548488,3.1247927021484747
2015-09-12,1976.928569328527,3.1292119349431244
2015-09-13,1980.2716109808819,3.132605843756141
2015-09-14,1983.5343787380707,3.135908748460913
2015-09-15,1992.4042427549768,3.1419750643479603
2015-09-16,2002.7646216734959,3.151590185815673
2015-09-17,2009.7297590360947,3.160252943956232
2015-09-18,2012.2506524807932,3.1649959593598807
2015-09-19,2013.5166617391033,3.1668894107113847
2015-09-20,2017.8573991517785,3.169692784046877
2015-09-21,2032.0968397485801,3.178982873051616
2015-09-22,2057.492809956029,3.198800578453741
2015-09-23,2058.0884678211655,3.2117963924900335
2015-09-24,2059.682856612443,3.2128914158182407
2015-09-25,2073.4793479489667,3.2205868558821416
2015-09-26,2074.6102031115715,3.2280505291317056
2015-09-27,2078.373724756326,3.230497717535385
2015-09-28,2100.894898049055,3.2436400650041266
2015-09-29,2102.0711995826236,3.255488802417276
2015-09-30,2104.3879407385057,3.2572353237620013
2015-10-01,2105.4988350901663,3.2589491415157728
2015-10-02,2119.9407680718646,3.266725555182452
2015-10-03,2127.671991516418,3.2778121333955776
2015-10-04,2129.8380483900037,3.2827607735546476
2015-10-05,2133.187179777785,3.2855183676853312
2015-10-06,2135.5763912486564,3.2883875391146575
2015-10-07,2137.6108583011974,3.2905993783763634
2015-10-08,2154.6385587767672,3.300130462140419
2015-10-09,2157.6969956427874,3.310173530811214
2015-10-10,2161.4015281622865,3.3135550155039732
2015-10-11,2168.446541063062,3.3189297882141107
2015-10-12,2176.8907707704243,3.3266744095181795
2015-10-13,2176.967749738199,3.330935013855748
2015-10-14,2178.033055681488,3.33150615631128
2015-10-15,2203.678169034828,3.3448613659595945
2015-10-16,2207.2856451035427,3.359487660670622
2015-10-17,2210.571100118042,3.3629341262122288
2015-10-18,2217.453310773657,3.368017959047286
2015-10-19,2238.8732502791427,3.3821690341278363
2015-10-20,2242.7479470227136,3.3948163522523647
2015-10-21,2243.115958929577,3.396937706577582
2015-10-22,2244.594858236816,3.397861162184633
2015-10-23,2247.677600562542,3.4001419830011157
2015-10-24,2254.8310673366864,3.405260087551051
2015-10-25,2259.250120619769,3.4110463475796644
2015-10-26,2261.138354865592,3.4141999913441174
2015-10-27,2263.3729520454935,3.41626140705698
2015-10-28,2263.474055619018,3.417429257433693
2015-10-29,2277.4212849662404,3.4244534238940663
2015-10-30,2287.5269111788643,3.4364798516739894
2015-10-31,2297.5522348695436,3.4465453266256407
2015-11-01,2301.760091791936,3.4536619169321767
2015-11-02,2316.7769477744323,3.463274273384621
2015-11-03,2320.6185895077947,3.47270352224255
2015-11-04,2333.6760483055873,3.481153072508128
2015-11-05,2342.489413347202,3.4920884844278315
2015-11-06,2350.8755405305533,3.500688230540314
2015-11-07,2361.9112526933422,3.5103991502133844
2015-11-08,2363.6189466450433,3.5167708532706294
2015-11-09,2370.6747207765507,3.521152587312234
2015-11-10,2375.938413676242,3.5273123208278334
2015-11-11,2377.079007302514,3.530514464090815
2015-11-12,2381.313007389851,3.533201760947619
2015-11-13,2392.966644951255,3.54114557977199
2015-11-14,2394.726438823541,3.547852295488835
2015-11-15,2405.3964872202146,3.5540672166233143
2015-11-16,2406.673959224126,3.560040976823607
2015-11-17,2410.2400740864055,3.5624627702567024
2015-11-18,2415.288990032503,3.5667702856608914
2015-11-19,2427.873559529327,3.575587028382352
2015-11-20,2431.233687636608,3.5835593771844043
2015-11-21,2450.334702329118,3.5947899485843
2015-11-22,2460.5961565001935,3.6094711830160926
2015-11-23,2462.5289068969187,3.6155682852999926
2015-11-24,2463.983879939332,3.617262147019562
2015-11-25,2465.7441640724,3.6188697756073025
2015-11-26,2475.637966346969,3.624696818811121
2015-11-27,2479.6010786581733,3.6316252761040078
2015-11-28,2479.8551152058417,3.633733850533444
2015-11-29,2484.538725584748,3.6362026739967317
2015-11-30,2486.3866441281257,3.639468438457874
2015-12-01,2495.74112091613,3.645069636123565
2015-12-02,2508.198202478327,3.655975415298665
2015-12-03,2508.400915587991,3.662305312634596
2015-12-04,2513.4047418708947,3.66490858233088
2015-12-05,2522.6208361897193,3.6720185426317435
2015-12-06,2522.8249184634747,3.6767286309280336
2015-12-07,2525.019203939095,3.6779278148027217
2015-12-08,2526.242818144241,3.6796367646431047
2015-12-09,2528.7003065519993,3.6814773159495573
2015-12-10,2531.0050599126644,3.683858436833769
2015-12-11,2532.279328421631,3.685647947768585
2015-12-12,2533.670241797524,3.6869805387110146
2015-12-13,2534.328988958534,3.688005368979466
2015-12-14,2557.943989022189,3.7001422425917987
2015-12-15,2565.2398940071184,3.7155976951160907
2015-12-16,2571.1002252174703,3.7221758132137315
2015-12-17,2579.122891760336,3.7291173120903403
2015-12-18,2598.2598692855445,3.742697134124377
2015-12-19,2598.9309906306617,3.7526011835595403
2015-12-20,2602.3274191190503,3.754634958476293
2015-12-21,2612.5305334294976,3.761434729875711
2015-12-22,2620.9469675363434,3.7707445040843575
2015-12-23,2626.6069285610706,3.777782701650144
2015-12-24,2627.5415134382683,3.781079974601106
2015-12-25,2629.3133632718605,3.782433191956501
2015-12-26,2629.5189256906456,3.78342189808269
2015-12-27,2634.0763571038906,3.785803394998705
2015-12-28,2640.152175187824,3.791120019747294
2015-12-29,2643.735574304237,3.7959496283474676
2015-12-30,2646.753217689349,3.79925014959823
2015-12-31,2652.8822266448146,3.8038234757685188
