,CONSUMPTION,AVG_PRICE
2017-05-23,1215.0518362325909,2.0
2017-05-24,1222.6170003375987,2.0
2017-05-25,1223.331452066731,2.0
2017-05-26,1227.4979135496374,2.0
2017-05-27,1243.94776601984,2.0
2017-05-28,1262.8834488719697,2.0
2017-05-29,1274.1223228352144,2.0
2017-05-30,1285.24663233704,2.0
2017-05-31,1289.3269496182936,2.0
2017-06-01,1318.0510577729156,2.0
2017-06-02,1320.218097552518,2.0
2017-06-03,1324.3231496171704,2.0
2017-06-04,1336.0097788050352,2.0
2017-06-05,1352.4592498495972,2.0
2017-06-06,1353.263647652826,2.0
2017-06-07,1357.5761374884908,2.0
2017-06-08,1366.6265993183536,2.0
2017-06-09,1368.797102878911,2.0
2017-06-10,1368.8283154824107,2.0
2017-06-11,1369.916266668968,2.0
2017-06-12,1370.2876296220081,2.0
2017-06-13,1396.0685431792092,2.6476831561464342
2017-06-14,1407.6854991493467,3.0
2017-06-15,1408.4324269901997,3.0
2017-06-16,1430.1117197618278,3.0
2017-06-17,1436.7544435624127,3.0
2017-06-18,1437.603146418817,3.0
2017-06-19,1453.528471341542,3.0
2017-06-20,1455.1207671546326,3.0
2017-06-21,1458.9517374745699,3.0
2017-06-22,1467.790315504538,3.0
2017-06-23,1471.1278105147237,3.0
2017-06-24,1471.243890934604,3.0
2017-06-25,1474.0994298160497,3.0
2017-06-26,1493.4916460328457,3.0
2017-06-27,1497.6568094420309,3.0
2017-06-28,1507.542678377375,3.0
2017-06-29,1511.2495574091988,3.0
2017-06-30,1516.331202705097,3.0
2017-07-01,1516.931003287142,3.0
2017-07-02,1517.5981452300255,3.0
2017-07-03,1524.4925366213517,3.0
2017-07-04,1526.7412874693082,3.0
2017-07-05,1537.674880011122,3.0
2017-07-06,1539.6483948927896,3.0
2017-07-07,1542.0216831637197,3.0
2017-07-08,1546.4364181390574,3.0
2017-07-09,1564.1502028023738,3.0
2017-07-10,1569.1539003993419,3.0
2017-07-11,1570.3416179864007,3.0
2017-07-12,1575.192452674564,3.0
2017-07-13,1581.5033335126573,3.0
2017-07-14,1582.9245571364231,3.0
2017-07-15,1584.434147843562,3.0
2017-07-16,1589.5390042412694,3.0
2017-07-17,1591.2013382169666,3.0
2017-07-18,1592.1786059283208,3.0
2017-07-19,1600.1818249872551,3.0
2017-07-20,1602.3636914545045,3.0
2017-07-21,1604.8534414293538,3.0
2017-07-22,1619.516180939967,3.0
2017-07-23,1620.1854613120988,3.0
2017-07-24,1628.9082764762356,3.0
2017-07-25,1629.8617918606558,3.0
2017-07-26,1632.1459424486827,3.0
2017-07-27,1660.283524489969,3.0
2017-07-28,1661.5875415891567,3.0
2017-07-29,1666.8069995912404,3.0
2017-07-30,1667.0542463708925,3.0
2017-07-31,1676.5232042767861,3.0
2017-08-01,1733.6623004635596,3.0
2017-08-02,1736.3918912369745,3.0
2017-08-03,1736.7400266124757,3.0
2017-08-04,1741.9965230602886,3.0
2017-08-05,1754.5393449355236,3.0
2017-08-06,1756.5503325148682,3.0
2017-08-07,1760.962568686985,3.0
2017-08-08,1782.2477339458142,3.0
2017-08-09,1794.4896471092206,3.0
2017-08-10,1813.3790011373328,3.0
2017-08-11,1823.119977367944,3.0
2017-08-12,1831.08722271089,3.0
2017-08-13,1838.2721371834357,3.0
2017-08-14,1841.8339361744224,3.0
2017-08-15,1857.497535918141,3.0
2017-08-16,1869.1122180109537,3.0000112276115125
2017-08-17,1886.1730950816764,3.0096532966199465
2017-08-18,1905.7187631717047,3.027956569200322
2017-08-19,1905.836350340618,3.037788196829793
2017-08-20,1905.9211286254167,3.037889379556649
2017-08-21,1915.5155137452934,3.0427289612589865
2017-08-22,1922.3768037473023,3.0509567988199295
2017-08-23,1935.168666697366,3.0607833752959657
2017-08-24,1939.436188128335,3.0693130674864824
2017-08-25,1947.929996495669,3.0756937323856337
2017-08-26,1947.9352696858573,3.079943273164395
2017-08-27,1947.9430360849908,3.0799497929590562
2017-08-28,1947.947987293852,3.079956151763054
2017-08-29,1955.2924979407926,3.0836308826909544
2017-08-30,1957.4584082759914,3.088386093182024
2017-08-31,1959.1975958063442,3.0903386421148
2017-09-01,1966.0300498773115,3.0946244629154602
2017-09-02,1966.7382770584766,3.098394803541526
2017-09-03,1966.9604129354161,3.0988599850705785
2017-09-04,1968.2648693760402,3.09962328122936
2017-09-05,1970.526000153472,3.1014060748383883
2017-09-06,1978.8940601498628,3.1067206702252994
2017-09-07,1984.9159179562473,3.113915629126687
2017-09-08,1999.385454972048,3.12416132653778
2017-09-09,1999.544937366367,3.13147583624284
2017-09-10,2012.453617817638,3.138009917665635
2017-09-11,2023.408659578769,3.1499417787718356
2017-09-12,2030.5055636531322,3.158967751689583
2017-09-13,2035.402426274575,3.164964635037486
2017-09-14,2037.5167958978352,3.1684702511598375
2017-09-15,2038.6803955761404,3.17010923581062
2017-09-16,2064.706857991059,3.183704266857232
2017-09-17,2065.8139252596843,3.197271031699004
2017-09-18,2075.2456447824316,3.20254042509469
2017-09-19,2075.7383281817915,3.2075026265557436
2017-09-20,2092.7245464627003,3.2162420773958784
2017-09-21,2095.9034059470596,3.226324616278512
2017-09-22,2102.4319706265105,3.2311783283604174
2017-09-23,2120.2888099795337,3.2433710303766543
2017-09-24,2121.8337497180332,3.253071919922416
2017-09-25,2127.9202650164843,3.256887647440891
2017-09-26,2133.309070966986,3.2626253080653678
2017-09-27,2134.0100862297763,3.2656702186720135
2017-09-28,2134.025823891399,3.26602859513422
2017-09-29,2163.537862319934,3.280792483179299
2017-09-30,2164.4294393676914,3.295994290917445
2017-10-01,2173.261753620701,3.3008562365678285
2017-10-02,2174.6486435022634,3.3059658386351143
2017-10-03,2177.300694595393,3.3079853091224605
2017-10-04,2183.2374936940178,3.312279734218338
2017-10-05,2207.8444139189132,3.327551593880098
2017-10-06,2241.552213939204,3.356708954002691
2017-10-07,2241.7664868854085,3.3736699904859386
2017-10-08,2244.4749414490902,3.375131354240882
2017-10-09,2246.5525759078014,3.377524398752078
2017-10-10,2247.5960057826405,3.3790849309188533
2017-10-11,2253.892511540866,3.3827548987353855
2017-10-12,2306.718873225732,3.412316332456931
2017-10-13,2320.87737477428,3.4458087640736377
2017-10-14,2333.3791981415297,3.459138926531537
2017-10-15,2336.0373040618897,3.4667188911753417
2017-10-16,2339.6505300473923,3.469854557128273
2017-10-17,2339.713098754389,3.4716924544745225
2017-10-18,2342.377796920473,3.4730560879110626
2017-10-19,2343.7886546795326,3.4750938658736343
2017-10-20,2354.9861794029307,3.4813980571148635
2017-10-21,2362.234124922376,3.4906207922362853
2017-10-22,2369.74013704484,3.49799777105724
2017-10-23,2375.0926997913984,3.504427058491751
2017-10-24,2379.019260040146,3.5090666199894045
2017-10-25,2382.426151266729,3.51273334572707
2017-10-26,2389.688971979216,3.5180682016966047
2017-10-27,2403.377783376408,3.528544017751444
2017-10-28,2404.3137470354386,3.5358564052795556
2017-10-29,2412.204787808273,3.540269907495488
2017-10-30,2430.3331190648414,3.5532795935101893
2017-10-31,2442.4072771619653,3.568380838187035
2017-11-01,2454.4771152614258,3.5804528362853274
2017-11-02,2457.066387049157,3.5877823912289233
2017-11-03,2458.1147727660164,3.5896012199812186
2017-11-04,2465.0306077459395,3.5935833303296096
2017-11-05,2492.69864659984,3.6108752672465214
2017-11-06,2492.8353846126247,3.624777655679864
2017-11-07,2493.3105364317307,3.62508360059581
2017-11-08,2496.193287320379,3.626762551949687
2017-11-09,2497.4734165514083,3.6288439920095255
2017-11-10,2500.819303543462,3.6311570001210667
2017-11-11,2507.0348367007173,3.635937710195721
2017-11-12,2514.8789331253743,3.6429675249866773
2017-11-13,2525.5799922010033,3.6522401027368203
2017-11-14,2529.686899658408,3.659644086003337
2017-11-15,2531.8281954521603,3.6627681876289158
2017-11-16,2538.0129503646426,3.666931212982033
2017-11-17,2543.1518697087704,3.672593050110338
2017-11-18,2549.488206993282,3.6783306784246577
2017-11-19,2551.260096392392,3.6823847917664683
2017-11-20,2557.5357439707736,3.6864085602552144
2017-11-21,2572.1953968655325,3.6968762104917845
2017-11-22,2586.748488513039,3.711482582762917
2017-11-23,2593.956106186509,3.722362937423405
2017-11-24,2604.1588691627285,3.73106812774825
2017-11-25,2610.005845767561,3.739092997538776
2017-11-26,2611.998058251343,3.7430125920830832
2017-11-27,2623.3807579870368,3.749700048192821
2017-11-28,2625.680385613793,3.756541211874046
2017-11-29,2631.0020487435518,3.7603518572523034
2017-11-30,2648.8923560030194,3.7719578424469162
2017-12-01,2654.9145321447922,3.7839140841475367
2017-12-02,2664.9192342339115,3.791927523262983
2017-12-03,2669.5927233142747,3.799266618847724
2017-12-04,2672.3854466045636,3.8029997250330503
2017-12-05,2674.9819218127195,3.8056943242822725
2017-12-06,2689.062700512167,3.814032951236074
2017-12-07,2690.5480098833846,3.8218159952714066
2017-12-08,2693.743697305761,3.824156493668204
2017-12-09,2715.20728683458,3.8364861321438015
2017-12-10,2715.3821244115725,3.8473053456967077
2017-12-11,2719.5347409100373,3.8494690727344363
2017-12-12,2720.2795006033875,3.8519177608303434
2017-12-13,2723.9366721213073,3.854118726435978
2017-12-14,2737.7881353775433,3.8628730438230563
2017-12-15,2739.8504385392107,3.870829927032008
2017-12-16,2741.549269592083,3.8727104941392776
2017-12-17,2742.0323874559213,3.873801468597633
2017-12-18,2745.1043971875847,3.875579032395384
2017-12-19,2752.563050615684,3.8808443639752648
2017-12-20,2760.535082872816,3.8885597068178805
2017-12-21,2770.034477676589,3.8972954203483336
2017-12-22,2772.4236738792683,3.9032397158515595
2017-12-23,2776.432163578703,3.9064385588026163
2017-12-24,2789.057756786214,3.9147556002560893
2017-12-25,2793.5366557279967,3.923307846330736
2017-12-26,2793.62553092797,3.925591733401614
2017-12-27,2798.0222322536824,3.927834521664457
2017-12-28,2807.77287821042,3.934908195305682
2017-12-29,2819.271633160655,3.945532895759168
2017-12-30,2820.88780830815,3.952090360808033
2017-12-31,2835.517090193344,3.960213089324377
