,CONSUMPTION,AVG_PRICE
2011-05-03,1033.5142312359894,2.0
2011-05-04,1039.2539533393085,2.0
2011-05-05,1039.4457930257872,2.0
2011-05-06,1040.5337759658898,2.0
2011-05-07,1046.27568790644,2.0
2011-05-08,1049.8935638175813,2.0
2011-05-09,1061.360173615469,2.0
2011-05-10,1061.60637825578,2.0
2011-05-11,1065.4026971320793,2.0
2011-05-12,1069.1012002110344,2.0
2011-05-13,1069.7393195698116,2.0
2011-05-14,1078.3471287412679,2.0
2011-05-15,1086.1314517780447,2.0
2011-05-16,1100.4359624335702,2.0
2011-05-17,1101.746787479006,2.0
2011-05-18,1107.8874945458558,2.0
2011-05-19,1125.353900219744,2.0
2011-05-20,1128.7911177581352,2.0
2011-05-21,1140.303757279632,2.0
2011-05-22,1155.4278937619135,2.0
2011-05-23,1171.901568920231,2.0
2011-05-24,1191.4584355190061,2.0
2011-05-25,1205.5683238628424,2.0
2011-05-26,1205.718282527274,2.0
2011-05-27,1210.3542776276938,2.0
2011-05-28,1225.0392967416917,2.0
2011-05-29,1232.2438045574158,2.0
2011-05-30,1265.8251710825834,2.0
2011-05-31,1267.1388976770702,2.0
2011-06-01,1280.2801286032677,2.0
2011-06-02,1285.9277644058534,2.0
2011-06-03,1292.6491231972375,2.0
2011-06-04,1296.0359820760186,2.0
2011-06-05,1299.8932720364342,2.0
2011-06-06,1305.954616304399,2.0
2011-06-07,1306.54949380373,2.0
2011-06-08,1308.2010895293222,2.0
2011-06-09,1316.8103978658687,2.7099624982271324
2011-06-10,1323.3335676617537,3.0
2011-06-11,1342.0544970149517,3.0
2011-06-12,1347.3798310745776,3.0
2011-06-13,1347.9760700337558,3.0
2011-06-14,1367.591037357292,3.0
2011-06-15,1370.8613148132192,3.0
2011-06-16,1380.5752906831365,3.0
2011-06-17,1386.2674801843937,3.0
2011-06-18,1388.7027328121922,3.0
2011-06-19,1391.5922685711607,3.0
2011-06-20,1392.245328690432,3.0
2011-06-21,1397.0864463857004,3.0
2011-06-22,1397.8970047781293,3.0
2011-06-23,1398.2711321565982,3.0
2011-06-24,1401.7942890114505,3.0
2011-06-25,1406.8618940525444,3.0
2011-06-26,1408.7531293699035,3.0
2011-06-27,1409.05749648882,3.0
2011-06-28,1412.4042310144157,3.0
2011-06-29,1426.367152360437,3.0
2011-06-30,1434.110095444522,3.0
2011-07-01,1438.3416896796182,3.0
2011-07-02,1439.4479872472475,3.0
2011-07-03,1444.7168285361317,3.0
2011-07-04,1461.7778950155634,3.0
2011-07-05,1467.0038486434569,3.0
2011-07-06,1474.1358538425875,3.0
2011-07-07,1487.7665159667158,3.0
2011-07-08,1490.101889395642,3.0
2011-07-09,1493.9317077519688,3.0
2011-07-10,1494.5284206961785,3.0
2011-07-11,1497.4498862436733,3.0
2011-07-12,1499.8940721252625,3.0
2011-07-13,1504.2253893557101,3.0
2011-07-14,1508.3803707633588,3.0
2011-07-15,1514.281044553158,3.0
2011-07-16,1534.3826206386314,3.0
2011-07-17,1549.1836249522723,3.0
2011-07-18,1567.9892122189565,3.0
2011-07-19,1571.8934374975051,3.0
2011-07-20,1572.4913557055597,3.0
2011-07-21,1574.8890459705779,3.0
2011-07-22,1578.685234035203,3.0
2011-07-23,1590.02572552975,3.0
2011-07-24,1591.7782071579122,3.0
2011-07-25,1593.41595183005,3.0
2011-07-26,1595.169853889172,3.0
2011-07-27,1598.0694327753154,3.0
2011-07-28,1604.2961249278846,3.0
2011-07-29,1616.7946464660188,3.0
2011-07-30,1621.169297984074,3.0
2011-07-31,1641.6435478638664,3.0
2011-08-01,1642.802029960751,3.0
2011-08-02,1673.4235765368594,3.0
2011-08-03,1689.027587895623,3.0
2011-08-04,1702.4760899157616,3.0
2011-08-05,1704.825589391339,3.0
2011-08-06,1705.0127947493909,3.0
2011-08-07,1719.0551726398428,3.0
2011-08-08,1722.0187013867971,3.0
2011-08-09,1725.981478458429,3.0
2011-08-10,1742.4997457847185,3.0
2011-08-11,1749.2537228566237,3.0
2011-08-12,1751.083997566866,3.0
2011-08-13,1757.3846243798941,3.0
2011-08-14,1762.7736081586793,3.0
2011-08-15,1773.751201825194,3.0019282402055283
2011-08-16,1790.1269802628447,3.014770812196914
2011-08-17,1791.4994211465491,3.023644921857592
2011-08-18,1798.5011299106257,3.0278319966814826
2011-08-19,1810.2328976412737,3.037198734928845
2011-08-20,1815.1927980497471,3.0455445689984058
2011-08-21,1830.408564468054,3.055632402411796
2011-08-22,1847.4229271881316,3.0717474669809883
2011-08-23,1857.32148567577,3.085203927584846
2011-08-24,1858.5547798562545,3.090769853918908
2011-08-25,1859.0555558379974,3.0916368890000214
2011-08-26,1865.2238296182582,3.0949714138810234
2011-08-27,1869.1242473007148,3.1000057596123822
2011-08-28,1870.1182491732259,3.1024529693898666
2011-08-29,1879.0411819943565,3.107411436736687
2011-08-30,1886.544128576147,3.1156243764381477
2011-08-31,1887.0855804749963,3.1196465756784675
2011-09-01,1893.0753330698726,3.1229121779253304
2011-09-02,1895.530129300648,3.127134452338156
2011-09-03,1905.582057348654,3.1333878144775467
2011-09-04,1905.6082140601093,3.138426856857277
2011-09-05,1906.833048850654,3.139052352608277
2011-09-06,1907.426211022817,3.139961351089631
2011-09-07,1908.3536748248564,3.1407216640767324
2011-09-08,1911.3270255754346,3.142672071353041
2011-09-09,1912.4732958018867,3.1447318818415564
2011-09-10,1924.9602825523489,3.1515485103300134
2011-09-11,1939.6367272130576,3.165130226035599
2011-09-12,1943.3657598685186,3.174332964693684
2011-09-13,1946.3324301356238,3.1776808161549672
2011-09-14,1954.659431569265,3.18332765200534
2011-09-15,1956.101851764388,3.1882123628197223
2011-09-16,1968.9540056287985,3.1953596498494887
2011-09-17,1969.3250708964254,3.2019712594155076
2011-09-18,1978.2202249347295,3.2066043690684727
2011-09-19,1992.9262387692731,3.218404953004897
2011-09-20,2012.8302544495134,3.235709967762289
2011-09-21,2017.657993196367,3.2480758449758356
2011-09-22,2018.259100247537,3.2507902678748475
2011-09-23,2025.4826748405117,3.2547026086969195
2011-09-24,2039.810191052683,3.2654781540994926
2011-09-25,2046.6664749169163,3.276070054137695
2011-09-26,2061.983341363009,3.2871566292928582
2011-09-27,2103.482553250084,3.3155646684594418
2011-09-28,2106.6420866132266,3.3378940410845503
2011-09-29,2117.572801882944,3.3449391654009806
2011-09-30,2118.432589033552,3.3508344166111432
2011-10-01,2119.7456425185787,3.3519208369289606
2011-10-02,2121.942086598872,3.3536755857116205
2011-10-03,2133.6178579237753,3.360611693414219
2011-10-04,2134.2144182230854,3.3667478592263254
2011-10-05,2134.988448761855,3.3674331546453655
2011-10-06,2139.684303655504,3.370168097361575
2011-10-07,2145.892283068583,3.3756200145149386
2011-10-08,2148.7613881997795,3.380158556787076
2011-10-09,2158.6846918255906,3.38655476116558
2011-10-10,2168.383686493964,3.396365910312672
2011-10-11,2173.241745736517,3.403644437268135
2011-10-12,2177.8691397106354,3.4083871638764704
2011-10-13,2211.9926626499355,3.42776262233318
2011-10-14,2214.715646675553,3.446185875815639
2011-10-15,2215.925271751504,3.4481521803664235
2011-10-16,2216.407660794868,3.4489981874260804
2011-10-17,2218.6866697750957,3.4503788864378766
2011-10-18,2219.0146539670927,3.4516823830239884
2011-10-19,2224.0063383645124,3.4543422173186973
2011-10-20,2224.2570390593073,3.4569634098648043
2011-10-21,2227.2111524121183,3.458565816888607
2011-10-22,2227.9883805604068,3.460431487639157
2011-10-23,2270.3228799848966,3.481987351425546
2011-10-24,2288.229252491947,3.5121077873913165
2011-10-25,2295.570188235626,3.5247314415166815
2011-10-26,2318.822747881109,3.5400281892112626
2011-10-27,2345.9084144745084,3.565197302330704
2011-10-28,2346.3024852753006,3.5789371710277993
2011-10-29,2346.355121687845,3.5791605246344678
2011-10-30,2347.121217876708,3.579569890935172
2011-10-31,2359.366573842992,3.586075617012745
2011-11-01,2363.868554558301,3.5944492853535417
2011-11-02,2368.640995405498,3.599086496134795
2011-11-03,2369.7141594807053,3.602009298595997
2011-11-04,2370.628845995668,3.6030032238910823
2011-11-05,2377.6702166938558,3.6069812524976577
2011-11-06,2379.536283008703,3.6114349710041753
2011-11-07,2381.716629659739,3.6134581774871166
2011-11-08,2394.298771577759,3.620839421771645
2011-11-09,2394.906911540065,3.6274345627118074
2011-11-10,2402.254309081215,3.631412331463536
2011-11-11,2403.31965919523,3.6356187052911184
2011-11-12,2403.8521815179897,3.636417641509506
2011-11-13,2436.131969261536,3.652823796542659
2011-11-14,2467.2441400087164,3.684519775788022
2011-11-15,2476.380343508217,3.7046439629113626
2011-11-16,2476.8779859016445,3.7094608858578266
2011-11-17,2477.4510272060184,3.7099962277067275
2011-11-18,2483.469121184293,3.7132917953480513
2011-11-19,2487.446141768291,3.718289352629188
2011-11-20,2488.1536823706356,3.7206316332223595
2011-11-21,2494.8372259828725,3.72432717532965
2011-11-22,2501.9881336409635,3.731244400964814
2011-11-23,2510.9816477763225,3.739316611861539
2011-11-24,2511.9908015985966,3.7443179458403555
2011-11-25,2523.3068513140975,3.7504805476092433
2011-11-26,2523.6963433004476,3.756333318460169
2011-11-27,2528.793276734279,3.7590765311702596
2011-11-28,2538.8125908308375,3.7666346549354546
2011-11-29,2538.8159040412174,3.7716459685889236
2011-11-30,2562.0715442735586,3.7832754453102844
2011-12-01,2588.015701650728,3.8078753441150393
2011-12-02,2588.7280367402427,3.8212035903483814
2011-12-03,2591.6562463431533,3.823023862694594
2011-12-04,2594.583419007931,3.8259515538284377
2011-12-05,2600.87305213432,3.8305599567240214
2011-12-06,2603.8505854805253,3.8351935399603185
2011-12-07,2615.1558734457276,3.8423349506160225
2011-12-08,2618.427240607955,3.8496232781797377
2011-12-09,2630.4201521175664,3.8572554175156566
2011-12-10,2633.864802063765,3.864974198243562
2011-12-11,2640.407465019693,3.8699678546946252
2011-12-12,2646.321192722978,3.8761960500242316
2011-12-13,2654.6613183689383,3.8833229766988544
2011-12-14,2660.787313485542,3.890556037080137
2011-12-15,2661.3443714150953,3.893897563603215
2011-12-16,2661.7443855005554,3.8943760996107217
2011-12-17,2663.039203471713,3.8952235156390302
2011-12-18,2673.006308020439,3.9008544768989726
2011-12-19,2673.537594288125,3.9061036723071783
2011-12-20,2681.1172139536925,3.9101591252738053
2011-12-21,2691.908537455393,3.919344596857439
2011-12-22,2711.7944206140382,3.934683200187612
2011-12-23,2734.6823381690856,3.956070100544458
2011-12-24,2746.249231846116,3.973297506160497
2011-12-25,2748.3966161723356,3.980154645162122
2011-12-26,2750.108604700138,3.9820843315891334
2011-12-27,2762.2511511539556,3.989011599079943
2011-12-28,2764.176535217869,3.9960455643388086
2011-12-29,2766.131610038575,3.9979857937811185
2011-12-30,2772.5574918026814,4.002176272073525
2011-12-31,2772.9255804910163,4.005573257299745
