,CONSUMPTION,AVG_PRICE
2016-02-22,382.6177898083904,2.0
2016-02-23,387.41497606758395,2.0
2016-02-24,424.31373139201884,2.0
2016-02-25,430.0962235921278,2.0
2016-02-26,443.1890602828038,2.0
2016-02-27,452.3867344691044,2.0
2016-02-28,454.58604675227787,2.0
2016-02-29,460.0917685469648,2.0
2016-03-01,461.7159763142641,2.0
2016-03-02,461.7551388062375,2.0
2016-03-03,464.1583189008946,2.0
2016-03-04,493.3138346413852,2.0
2016-03-05,497.4558348179691,2.0
2016-03-06,502.6696512376316,2.0
2016-03-07,506.51530730921263,2.0
2016-03-08,519.3929859769372,2.0
2016-03-09,523.4541214931567,2.0
2016-03-10,530.7568103306925,2.0
2016-03-11,531.501327744625,2.0
2016-03-12,546.8920600106311,2.0
2016-03-13,546.9464627746077,2.0
2016-03-14,552.3442949538187,2.0
2016-03-15,559.5291525705343,2.0
2016-03-16,564.6645909901291,2.0
2016-03-17,588.4993115486506,2.0
2016-03-18,594.2150959672897,2.0
2016-03-19,611.7664687678847,2.0
2016-03-20,612.7041014034963,2.0
2016-03-21,615.3190252707996,2.0
2016-03-22,617.4010191505946,2.0
2016-03-23,617.4262829737394,2.0
2016-03-24,626.487586901351,2.0
2016-03-25,631.630356103653,2.0
2016-03-26,647.5338228323909,2.0
2016-03-27,655.1782639838449,2.0
2016-03-28,657.6538243363243,2.0
2016-03-29,681.2397467185397,2.0
2016-03-30,682.0155228324672,2.0
2016-03-31,682.1893895066393,2.0
2016-04-01,682.4701932455113,2.0
2016-04-02,683.244684169639,2.0
2016-04-03,685.4423991192891,2.0
2016-04-04,689.9275868430761,2.0
2016-04-05,692.722886584032,2.0
2016-04-06,761.1671639106879,2.0
2016-04-07,766.928331836844,2.0
2016-04-08,775.8940909064228,2.0
2016-04-09,784.8547257533571,2.0
2016-04-10,797.1059928455512,2.0
2016-04-11,799.3029804227651,2.0
2016-04-12,799.3113159125244,2.0
2016-04-13,805.0173609773539,2.0
2016-04-14,813.2932448728696,2.0
2016-04-15,814.8315771575517,2.0
2016-04-16,818.3441391484633,2.0
2016-04-17,818.5336843900809,2.0
2016-04-18,818.8758203544417,2.0
2016-04-19,818.9259729025531,2.0
2016-04-20,841.3257886643054,2.0
2016-04-21,856.657688837493,2.0
2016-04-22,868.0290835985469,2.0
2016-04-23,909.4738768795771,2.0
2016-04-24,911.4598679711273,2.0
2016-04-25,912.7288360363348,2.0
2016-04-26,919.1812928601522,2.0
2016-04-27,923.0337518778985,2.0
2016-04-28,927.8067863451981,2.0
2016-04-29,932.426493574951,2.0
2016-04-30,947.3916339939893,2.0
2016-05-01,960.4339433705749,2.0
2016-05-02,971.2420715178504,2.0
2016-05-03,973.4735629348163,2.0
2016-05-04,973.5637917270055,2.0
2016-05-05,976.0820902056333,2.0
2016-05-06,991.6690511213927,2.0
2016-05-07,1008.3708982126211,2.0
2016-05-08,1009.9916434207128,2.0
2016-05-09,1013.7211065077531,2.0
2016-05-10,1016.418405425983,2.0
2016-05-11,1018.2997082620487,2.0
2016-05-12,1022.8063576227627,2.0
2016-05-13,1027.2696302174195,2.0
2016-05-14,1034.3626706463576,2.0
2016-05-15,1043.9944065084962,2.0
2016-05-16,1047.2883507451268,2.0
2016-05-17,1050.9981488767642,2.0
2016-05-18,1063.0373057783577,2.0
2016-05-19,1066.1783255420557,2.0
2016-05-20,1067.7027555059485,2.0
2016-05-21,1067.9545587064515,2.0
2016-05-22,1080.9948763327789,2.0
2016-05-23,1091.6017067253993,2.0
2016-05-24,1095.9286582656764,2.0
2016-05-25,1108.128314441636,2.0
2016-05-26,1111.1655326779166,2.0
2016-05-27,1128.9284140215123,2.0
2016-05-28,1134.546194944208,2.0
2016-05-29,1140.5959912487,2.0
2016-05-30,1154.8243955991618,2.0
2016-05-31,1172.977412436417,2.0
2016-06-01,1184.105728803348,2.0
2016-06-02,1196.6787098198056,2.0
2016-06-03,1199.238092026637,2.0
2016-06-04,1204.6967350340483,2.0
2016-06-05,1210.461239062091,2.0
2016-06-06,1214.6262267251614,2.0
2016-06-07,1223.7209089819512,2.0
2016-06-08,1230.009141414658,2.0
2016-06-09,1247.0106170113922,2.0
2016-06-10,1253.08257898363,2.0
2016-06-11,1254.6610391564147,2.0
2016-06-12,1256.1204805794848,2.0
2016-06-13,1256.4611161430867,2.0
2016-06-14,1277.4676425320797,2.0
2016-06-15,1292.6159466092272,2.0
2016-06-16,1293.066274414984,2.0
2016-06-17,1296.4955928203233,2.0
2016-06-18,1301.1157015467118,2.0
2016-06-19,1303.2727416748226,2.0
2016-06-20,1310.0356869140105,2.0
2016-06-21,1311.124326346964,2.0
2016-06-22,1311.4431087706553,2.0
2016-06-23,1318.7587821005475,2.0
2016-06-24,1329.9942841540083,2.0
2016-06-25,1340.0628973821688,2.0
2016-06-26,1341.0285216441487,2.0
2016-06-27,1344.6463222174737,2.0
2016-06-28,1357.6512070913927,2.0
2016-06-29,1361.746530946696,2.0
2016-06-30,1370.533147587302,2.0
2016-07-01,1391.1372839606827,2.8937317672756095
2016-07-02,1392.389786319189,3.0
2016-07-03,1420.0473517897442,3.0
2016-07-04,1426.6265041549193,3.0
2016-07-05,1426.8489346934662,3.0
2016-07-06,1440.2385674769428,3.0
2016-07-07,1445.1638975318901,3.0
2016-07-08,1450.3264847524056,3.0
2016-07-09,1464.295257865377,3.0
2016-07-10,1488.1001261079145,3.0
2016-07-11,1489.6856919440595,3.0
2016-07-12,1495.148902440014,3.0
2016-07-13,1505.8663135140423,3.0
2016-07-14,1506.4208370928027,3.0
2016-07-15,1536.5193737377717,3.0
2016-07-16,1543.8688411925114,3.0
2016-07-17,1547.221839454387,3.0
2016-07-18,1557.9153645352985,3.0
2016-07-19,1562.4276247227565,3.0
2016-07-20,1575.9050954075692,3.0
2016-07-21,1580.019260498206,3.0
2016-07-22,1582.5688048209774,3.0
2016-07-23,1591.5348934231106,3.0
2016-07-24,1600.7446346845788,3.0
2016-07-25,1603.9990533447337,3.0
2016-07-26,1607.0307162585555,3.0
2016-07-27,1612.46310706093,3.0
2016-07-28,1614.0592537134646,3.0
2016-07-29,1618.1156821839145,3.0
2016-07-30,1626.9851730498985,3.0
2016-07-31,1641.818363886901,3.0
2016-08-01,1643.910315233632,3.0
2016-08-02,1648.182863614084,3.0
2016-08-03,1648.600827411234,3.0
2016-08-04,1651.8622353229528,3.0
2016-08-05,1651.9831242017908,3.0
2016-08-06,1653.0974041937989,3.0
2016-08-07,1654.2604895250865,3.0
2016-08-08,1657.9108571597776,3.0
2016-08-09,1675.3389991955712,3.0
2016-08-10,1680.8997625137144,3.0
2016-08-11,1685.9828636296213,3.0
2016-08-12,1694.5035859046002,3.0
2016-08-13,1727.585165711628,3.0
2016-08-14,1727.8952364178501,3.0
2016-08-15,1730.0513346615592,3.0
2016-08-16,1730.8290797838915,3.0
2016-08-17,1732.4356051426114,3.0
2016-08-18,1738.6571538884928,3.0
2016-08-19,1748.6101222129635,3.0
2016-08-20,1766.6860719939639,3.0
2016-08-21,1769.8452782245322,3.0
2016-08-22,1774.8289980489546,3.0
2016-08-23,1777.612633693306,3.0
2016-08-24,1790.9512365798405,3.0
2016-08-25,1791.5649045834368,3.0
2016-08-26,1795.9420315183934,3.0
2016-08-27,1800.8599024913376,3.0
2016-08-28,1801.0695676074251,3.0
2016-08-29,1807.8083968240194,3.0
2016-08-30,1809.491251059879,3.0
2016-08-31,1810.7846716328108,3.0
2016-09-01,1816.6462196145626,3.0
2016-09-02,1823.4948160570104,3.0
2016-09-03,1840.8897443643687,3.0
2016-09-04,1851.8834367354812,3.0
2016-09-05,1853.1513424863156,3.0
2016-09-06,1862.7658322335558,3.002342023717812
2016-09-07,1891.7997276779597,3.0213018372603884
2016-09-08,1900.9441498337096,3.040390996060465
2016-09-09,1922.015475293814,3.0554988698683925
2016-09-10,1941.9102664709073,3.0759819281869913
2016-09-11,1944.450329097981,3.087199355089075
2016-09-12,1946.668331961354,3.089578387834298
2016-09-13,1967.7081305562035,3.1012072885634097
2016-09-14,1990.9534654822207,3.1233498553238426
2016-09-15,1997.970067845198,3.13848082396834
2016-09-16,2020.6824360578294,3.1533453092561445
2016-09-17,2024.1719870687891,3.16644626886794
2016-09-18,2027.3000169551924,3.1697550593166213
2016-09-19,2054.3519277908995,3.184845029677677
2016-09-20,2056.678789446789,3.199534415923475
2016-09-21,2072.423450967277,3.2085701775116635
2016-09-22,2077.610436768074,3.2190360011723063
2016-09-23,2089.9449736258557,3.2277967625015953
2016-09-24,2097.0526366100707,3.2375178624225933
2016-09-25,2108.4826469729187,3.246786699096125
2016-09-26,2134.4084207598216,3.2654645911710003
2016-09-27,2141.341516213236,3.281894025791159
2016-09-28,2148.5242523754705,3.288951941598983
2016-09-29,2154.98211466794,3.2957722408263352
2016-09-30,2155.829878012775,3.2994250536449874
2016-10-01,2156.261058498723,3.300064525560379
2016-10-02,2164.5392413281024,3.304419207218043
2016-10-03,2190.8983841162594,3.3217378700268108
2016-10-04,2193.1796143535876,3.3360580565395535
2016-10-05,2194.470810241079,3.3378442696019635
2016-10-06,2195.5885929009623,3.3390487588756512
2016-10-07,2196.281798896237,3.33995425320323
2016-10-08,2197.0926055767122,3.340706259541105
2016-10-09,2199.7971984222404,3.342463959304107
2016-10-10,2206.976509495607,3.3474059112635546
2016-10-11,2211.1123074273446,3.3530634657661063
2016-10-12,2212.7995676160276,3.3559749948263167
2016-10-13,2231.3880737613154,3.3661128779933023
2016-10-14,2235.1934271299433,3.37730980775026
2016-10-15,2236.518515815391,3.379875028777298
2016-10-16,2249.4829628174875,3.38701979662107
2016-10-17,2249.7642836926907,3.39364268055972
2016-10-18,2250.8540199757385,3.3943282091388456
2016-10-19,2252.6312851135463,3.395761709849273
2016-10-20,2253.649975181446,3.397159687452127
2016-10-21,2256.5120983126353,3.399100094051671
2016-10-22,2261.163890573204,3.4028570517475503
2016-10-23,2271.2237158936186,3.410212860538042
2016-10-24,2280.6887310786715,3.419975280790776
2016-10-25,2282.1441689190297,3.4254355073034812
2016-10-26,2299.2291771596597,3.4347057303439756
2016-10-27,2320.565661645343,3.4539164767071324
2016-10-28,2324.0804712749123,3.466342123764759
2016-10-29,2324.9236598094367,3.4685211228468056
2016-10-30,2346.449310456544,3.4797055424376215
2016-10-31,2350.0997323877828,3.4922935787267946
2016-11-01,2364.0196827230693,3.501078764860057
2016-11-02,2367.4793521854076,3.5097685747588696
2016-11-03,2374.8504531523645,3.515183959973517
2016-11-04,2378.979393839774,3.5209339808007005
2016-11-05,2385.683551722531,3.5263505300857836
2016-11-06,2385.7851854200317,3.5297534258759127
2016-11-07,2392.333255455043,3.5330782777421685
2016-11-08,2393.2589075361866,3.536815138800246
2016-11-09,2399.0397485905505,3.5401683853679997
2016-11-10,2407.3064369159692,3.5471921500578913
2016-11-11,2408.2154827257314,3.551780017125482
2016-11-12,2411.5331064511697,3.553893351893082
2016-11-13,2413.5586244492606,3.556564922754847
2016-11-14,2424.4036519008964,3.56300019547971
2016-11-15,2427.7813823841016,3.5701115744471306
2016-11-16,2435.2490183492314,3.575534257671298
2016-11-17,2436.831929710635,3.5800595313345647
2016-11-18,2437.587174631613,3.5812286094757555
2016-11-19,2469.3524517924075,3.597488870516642
2016-11-20,2494.609092160442,3.6259998292810565
2016-11-21,2495.8222699188887,3.639234738344297
2016-11-22,2497.0116437536835,3.640436014140918
2016-11-23,2498.1886647467722,3.6416192115548593
2016-11-24,2502.00293685577,3.644114858105903
2016-11-25,2514.291313508592,3.6521661824868126
2016-11-26,2521.4249918661403,3.661877209991998
2016-11-27,2525.2973547134025,3.667380230594403
2016-11-28,2546.891127933004,3.6801132986278353
2016-11-29,2557.8824254310757,3.6964058339866717
2016-11-30,2560.874149395201,3.7033973447177706
2016-12-01,2580.2848987954044,3.7145985813999345
2016-12-02,2582.644111060041,3.7254835622323546
2016-12-03,2589.07793468977,3.7298800801795373
2016-12-04,2591.2306901478014,3.7341733697234174
2016-12-05,2606.2275161805137,3.742748160468789
2016-12-06,2622.4397818881203,3.7583527063389486
2016-12-07,2638.644904195358,3.7745614003463706
2016-12-08,2639.6724307954246,3.7831777248000225
2016-12-09,2655.680998209566,3.791695771807127
2016-12-10,2661.598071190768,3.8026585920047986
2016-12-11,2667.0253182796177,3.8083307520398244
2016-12-12,2671.3596534497615,3.813211543169321
2016-12-13,2671.53795114334,3.8154678596011817
2016-12-14,2673.793479562535,3.8166847726575686
2016-12-15,2680.8047425321984,3.821318168351998
2016-12-16,2685.2424339667914,3.827042645554126
2016-12-17,2697.6546501334064,3.83546759935473
2016-12-18,2703.670621743884,3.8446816932432766
2016-12-19,2720.685050532181,3.8561968934426636
2016-12-20,2727.6291005163953,3.8681761328289195
2016-12-21,2735.402917165568,3.8755350661456127
2016-12-22,2740.2028352944317,3.881821933534631
2016-12-23,2748.123595226282,3.888182272564988
2016-12-24,2753.6527294250545,3.8949072196302996
2016-12-25,2753.76574496906,3.8977282945016887
2016-12-26,2764.2698284044486,3.9030368439913854
2016-12-27,2765.8602660500924,3.9090841045319014
2016-12-28,2767.7469120743135,3.9108226463668343
2016-12-29,2788.6614002927163,3.922223213488146
2016-12-30,2801.4290820420674,3.939064298472023
2016-12-31,2810.248839552499,3.949858018101914
